ID	FATHER	MOTHER	BirthYear	Sex
77	NA	NA	1978	F
78	NA	NA	1978	F
79	NA	NA	1978	F
80	NA	NA	1978	F
81	NA	NA	1979	F
82	NA	NA	1979	F
83	NA	NA	1979	F
84	NA	NA	1979	F
85	NA	NA	1979	F
86	NA	NA	1979	M
87	NA	NA	1979	F
88	NA	NA	1979	F
89	NA	NA	1979	F
90	NA	NA	1979	F
91	NA	NA	1979	F
92	NA	NA	1980	F
93	NA	NA	1980	F
94	NA	NA	1980	F
95	NA	NA	1980	F
96	NA	NA	1980	F
97	NA	NA	1980	F
98	NA	NA	1980	F
99	NA	NA	1980	F
100	NA	NA	1980	F
101	NA	NA	1980	F
102	NA	NA	1980	F
103	NA	NA	1980	F
104	NA	NA	1980	M
105	NA	NA	1980	F
106	NA	NA	1980	F
107	NA	NA	1980	F
108	NA	NA	1980	F
109	NA	NA	1980	F
110	NA	NA	1980	F
111	NA	NA	1980	F
112	NA	NA	1980	M
113	NA	90	1980	F
114	NA	NA	1981	M
115	NA	NA	1981	F
116	NA	NA	1981	F
117	NA	NA	1981	F
118	NA	NA	1981	F
119	NA	NA	1981	F
120	NA	NA	1981	F
121	NA	NA	1981	F
122	NA	NA	1981	F
123	NA	NA	1981	F
124	NA	NA	1982	M
125	NA	NA	1982	F
126	NA	NA	1982	F
127	NA	NA	1982	M
128	NA	NA	1982	F
129	NA	NA	1982	F
130	NA	NA	1982	F
131	NA	81	1982	F
132	NA	NA	1982	F
133	NA	NA	1982	F
134	NA	NA	1982	F
135	NA	NA	1982	F
136	NA	NA	1982	F
137	NA	NA	1982	F
138	NA	NA	1983	F
139	NA	NA	1983	M
140	NA	NA	1983	F
141	NA	NA	1983	F
142	NA	NA	1983	F
143	NA	NA	1983	F
144	NA	109	1983	F
145	NA	NA	1983	F
146	NA	NA	1983	F
147	NA	NA	1983	F
148	NA	NA	1983	F
149	NA	NA	1983	F
150	NA	NA	1983	F
151	NA	91	1983	F
152	NA	NA	1983	F
153	NA	NA	1983	F
154	NA	NA	1983	F
155	NA	NA	1983	F
156	NA	NA	1983	F
157	NA	NA	1983	F
158	NA	NA	1983	F
159	NA	89	1983	F
160	NA	NA	1983	M
161	NA	NA	1983	F
162	NA	NA	1983	F
163	NA	NA	1983	F
164	NA	NA	1983	F
165	NA	NA	1983	F
166	NA	NA	1983	F
167	NA	NA	1983	M
168	NA	NA	1983	F
169	NA	NA	1983	F
170	NA	NA	1983	F
171	NA	84	1984	M
172	124	NA	1984	M
173	NA	NA	1984	F
174	NA	118	1984	M
175	NA	NA	1984	F
176	NA	NA	1984	F
177	NA	NA	1984	F
178	NA	NA	1984	M
179	NA	NA	1984	F
180	NA	NA	1984	F
181	NA	132	1984	F
182	NA	NA	1984	F
183	NA	126	1984	F
184	NA	76	1984	F
185	NA	110	1984	F
186	NA	NA	1984	F
187	NA	NA	1984	F
188	NA	79	1984	F
189	NA	NA	1984	F
190	NA	NA	1984	F
191	NA	NA	1984	F
192	NA	NA	1984	F
193	NA	NA	1984	F
194	NA	NA	1984	F
195	NA	111	1984	F
196	NA	158	1984	F
197	NA	NA	1984	F
198	NA	NA	1984	M
199	NA	131	1984	M
200	NA	NA	1984	F
201	NA	165	1984	F
202	NA	70	1984	F
203	NA	147	1984	F
204	NA	NA	NA	M
205	NA	NA	NA	M
206	NA	NA	NA	M
207	NA	NA	NA	M
208	NA	73	1985	F
209	NA	90	1985	F
210	NA	90	1985	F
211	NA	128	1985	F
212	NA	118	1985	M
213	NA	135	1985	F
214	NA	72	1985	F
215	NA	155	1985	M
216	NA	81	1985	M
217	NA	168	1985	M
218	NA	179	1985	M
219	NA	2	1985	F
220	NA	141	1985	M
221	NA	3	1985	F
222	NA	111	1985	M
223	NA	142	1985	F
224	NA	156	1985	M
225	NA	NA	1985	F
226	NA	153	1985	M
227	NA	102	1985	F
228	NA	110	1985	F
229	NA	133	1985	F
230	NA	147	1985	F
231	NA	98	1985	F
232	NA	84	1985	M
233	NA	99	1985	M
234	NA	78	1985	F
235	NA	180	1985	F
236	NA	74	1985	M
237	NA	173	1985	M
238	NA	83	1985	F
239	NA	136	1985	F
240	NA	187	1985	F
241	NA	148	1985	M
242	NA	158	1985	F
243	NA	150	1985	F
244	NA	82	1985	M
245	NA	95	1985	M
246	NA	116	1985	M
247	NA	100	1985	M
248	NA	190	1985	F
249	NA	82	1985	F
250	NA	154	1985	F
251	NA	105	1985	M
252	NA	69	1985	F
253	NA	177	1985	M
254	NA	107	1985	M
255	NA	138	1985	M
256	NA	4	1985	M
257	NA	70	1985	M
258	NA	NA	1985	F
259	NA	4	1985	M
260	NA	92	1985	M
261	NA	101	1985	M
262	NA	115	1985	M
263	NA	115	1985	M
264	NA	134	1985	F
265	NA	96	1985	M
266	NA	77	1985	M
267	NA	93	1985	M
268	NA	NA	1985	F
269	NA	120	1985	M
270	NA	145	1985	M
271	NA	146	1985	F
272	NA	94	1985	F
273	NA	194	1985	M
274	NA	NA	1985	F
275	NA	NA	1985	F
276	NA	119	1985	F
277	NA	175	1985	F
278	NA	185	1985	M
279	NA	181	1985	F
280	NA	NA	1985	F
281	NA	NA	1985	F
282	NA	NA	1985	M
283	NA	125	1986	NA
284	NA	81	1986	F
285	NA	75	1986	F
286	NA	113	1986	M
287	NA	113	1986	M
288	NA	133	1986	F
289	NA	129	1986	M
290	NA	118	1986	F
291	NA	85	1986	M
292	NA	151	1986	F
293	NA	NA	1986	M
294	NA	128	1986	F
295	NA	280	1986	M
296	NA	147	1986	F
297	NA	NA	1986	F
298	NA	131	1986	F
299	NA	84	1986	F
300	NA	158	1986	F
301	NA	132	1986	M
302	NA	143	1986	M
303	NA	101	1986	M
304	NA	111	1986	M
305	NA	189	1986	F
306	NA	145	1986	M
307	NA	121	1986	F
308	NA	140	1986	F
309	NA	100	1986	F
310	NA	116	1986	M
311	NA	14	1986	F
312	NA	7	1986	M
313	NA	88	1986	F
314	NA	4	1986	M
315	NA	130	1986	F
316	NA	148	1986	F
317	NA	119	1986	F
318	NA	NA	1986	F
319	NA	109	1986	F
320	NA	189	1986	F
321	NA	159	1986	M
322	NA	12	1986	F
323	NA	10	1986	F
324	NA	157	1986	F
325	NA	201	1986	M
326	NA	108	1986	M
327	NA	186	1986	M
328	NA	281	1986	F
329	NA	165	1986	M
330	NA	120	1986	F
331	NA	90	1986	M
332	NA	93	1986	F
333	NA	105	1986	M
334	198	NA	1986	M
335	NA	NA	1986	M
336	NA	NA	1986	M
337	NA	97	1986	F
338	NA	NA	1986	F
339	NA	150	1986	F
340	NA	169	1986	F
341	NA	82	1986	F
342	NA	106	1986	F
343	NA	149	1986	F
344	NA	71	1986	M
345	NA	225	1986	F
346	NA	89	1986	M
347	NA	193	1986	M
348	NA	184	1986	M
349	NA	168	1986	F
350	NA	181	1986	M
351	NA	135	1986	F
352	NA	115	1986	M
353	NA	115	1986	M
354	NA	80	1986	M
355	NA	156	1986	M
356	NA	182	1986	M
357	NA	188	1986	M
358	NA	155	1986	M
359	NA	183	1986	F
360	NA	175	1986	F
361	NA	194	1986	F
362	NA	195	1986	M
363	NA	176	1986	NA
364	NA	79	1986	M
365	NA	95	1986	F
366	NA	146	1986	F
367	NA	126	1986	F
368	NA	161	1986	NA
369	NA	144	1986	NA
370	NA	187	1986	NA
371	NA	96	1986	M
372	NA	96	1986	M
373	NA	NA	1986	F
374	NA	117	1986	F
375	NA	NA	1986	M
376	NA	NA	1986	M
377	NA	NA	1986	M
378	NA	NA	1986	M
379	NA	NA	1986	M
380	NA	NA	1986	M
381	NA	NA	NA	F
382	NA	109	1987	NA
383	NA	165	1987	NA
384	NA	187	1987	M
385	NA	14	1987	F
386	NA	88	1987	F
387	NA	136	1987	M
388	NA	373	1987	F
389	NA	87	1987	M
390	NA	322	1987	NA
391	NA	93	1987	NA
392	295	85	1987	F
393	174	317	1987	M
394	NA	131	1987	F
395	NA	131	1987	M
396	104	111	1987	M
397	327	75	1987	M
398	104	123	1987	M
399	167	99	1987	F
400	114	89	1987	F
401	NA	184	1987	M
402	333	161	1987	F
403	204	84	1987	M
404	124	276	1987	M
405	NA	156	1987	F
406	NA	132	1987	F
407	NA	182	1987	M
408	NA	147	1987	F
409	NA	147	1987	M
410	NA	168	1987	M
411	104	341	1987	F
412	304	284	1987	F
413	NA	113	1987	M
414	378	176	1987	F
415	NA	159	1987	F
416	NA	332	1987	M
417	NA	133	1987	M
418	NA	175	1987	F
419	174	191	1987	F
420	114	181	1987	F
421	314	181	1987	M
422	174	152	1987	F
423	174	152	1987	M
424	NA	6	1987	F
425	112	195	1987	M
426	174	151	1987	F
427	NA	NA	1987	F
428	NA	137	1987	F
429	304	281	1987	F
430	104	155	1987	F
431	112	4	1987	M
432	112	4	1987	M
433	NA	20	1987	F
434	NA	110	1987	M
435	171	82	1987	F
436	NA	82	1987	M
437	NA	102	1987	F
438	304	143	1987	M
439	NA	108	1987	M
440	204	290	1987	F
441	160	323	1987	F
442	NA	340	1987	F
443	NA	NA	1987	F
444	NA	144	1987	M
445	NA	157	1987	F
446	NA	308	1987	F
447	NA	299	1987	M
448	336	148	1987	F
449	NA	148	1987	F
450	NA	274	1987	M
451	NA	14	1987	F
452	NA	162	1987	M
453	206	307	1987	M
454	301	297	1987	F
455	NA	183	1987	M
456	NA	258	1987	M
457	171	121	1987	M
458	NA	121	1987	M
459	NA	12	1987	M
460	NA	200	1987	M
461	NA	196	1987	F
462	NA	116	1987	M
463	114	149	1987	M
464	NA	275	1987	M
465	NA	201	1987	F
466	NA	374	1987	M
467	NA	117	1987	F
468	335	188	1987	M
469	NA	NA	1987	F
470	NA	97	1987	M
471	205	316	1987	F
472	NA	166	1987	M
473	104	296	1987	M
474	112	194	1987	F
475	NA	NA	1987	F
476	NA	158	1987	F
477	NA	318	1987	M
478	NA	150	1987	F
479	NA	339	1987	M
480	NA	NA	1987	F
481	NA	311	1987	M
482	NA	129	1987	M
483	NA	324	1987	F
484	NA	170	1987	M
485	NA	141	1987	F
486	171	186	1987	M
487	204	102	1987	F
488	291	280	1987	F
489	NA	NA	1987	F
490	167	103	1987	F
491	127	NA	1987	F
492	127	108	1987	M
493	127	NA	1987	F
494	NA	81	1987	F
495	171	79	1987	M
496	NA	NA	1987	F
497	167	99	1987	M
498	204	118	1987	M
499	NA	126	1987	F
500	NA	NA	1987	F
501	NA	10	1987	M
502	NA	NA	1987	F
503	NA	NA	1987	F
504	NA	NA	1987	M
505	205	NA	1987	M
506	375	NA	1987	M
507	NA	NA	1987	M
508	204	90	1987	F
509	112	91	1987	F
510	104	NA	1987	M
511	NA	NA	1987	F
512	326	140	1987	F
513	114	NA	1987	M
514	NA	128	1987	F
515	104	190	1987	M
516	114	169	1987	M
517	204	120	1987	F
518	174	192	1987	F
519	178	193	1987	M
520	NA	149	1987	M
521	171	146	1987	F
522	NA	342	1987	NA
523	NA	145	1987	M
524	NA	108	1987	F
525	NA	144	1987	NA
526	NA	328	1987	F
527	NA	242	1987	F
528	NA	NA	1987	F
529	NA	164	1987	NA
530	NA	258	1988	NA
531	NA	275	1988	NA
532	NA	157	1988	M
533	NA	242	1988	NA
534	NA	196	1988	F
535	NA	120	1988	M
536	NA	117	1988	M
537	204	280	1988	F
538	NA	307	1988	M
539	NA	9	1988	M
540	NA	9	1988	M
541	NA	430	1988	M
542	NA	414	1988	M
543	112	339	1988	M
544	NA	408	1988	F
545	NA	281	1988	F
546	NA	155	1988	M
547	NA	85	1988	F
548	174	159	1988	M
549	172	90	1988	M
550	NA	113	1988	F
551	NA	297	1988	M
552	NA	99	1988	M
553	NA	133	1988	M
554	306	133	1988	F
555	NA	157	1988	M
556	NA	75	1988	F
557	NA	75	1988	F
558	NA	299	1988	M
559	NA	469	1988	M
560	NA	196	1988	F
561	NA	305	1988	M
562	NA	89	1988	F
563	174	89	1988	M
564	112	290	1988	F
565	NA	97	1988	F
566	NA	123	1988	M
567	NA	342	1988	M
568	86	400	1988	F
569	NA	340	1988	F
570	114	7	1988	M
571	NA	373	1988	F
572	NA	168	1988	M
573	NA	121	1988	F
574	376	NA	1988	F
575	NA	131	1988	F
576	112	129	1988	F
577	NA	84	1988	F
578	NA	84	1988	F
579	NA	191	1988	M
580	NA	489	1988	F
581	NA	437	1988	F
582	171	NA	1988	M
583	NA	461	1988	M
584	NA	402	1988	F
585	104	151	1988	M
586	NA	399	1988	M
587	NA	182	1988	M
588	NA	175	1988	F
589	NA	500	1988	M
590	NA	296	1988	F
591	NA	308	1988	M
592	NA	169	1988	M
593	NA	169	1988	F
594	NA	193	1988	M
595	205	337	1988	M
596	515	341	1988	F
597	NA	79	1988	M
598	NA	420	1988	M
599	NA	20	1988	F
600	114	322	1988	M
601	375	141	1988	F
602	NA	406	1988	M
603	NA	412	1988	M
604	NA	328	1988	M
605	NA	176	1988	F
606	174	13	1988	M
607	174	13	1988	F
608	205	192	1988	F
609	NA	152	1988	F
610	NA	152	1988	M
611	171	118	1988	F
612	174	181	1988	F
613	127	181	1988	F
614	NA	109	1988	F
615	NA	200	1988	M
616	NA	405	1988	M
617	NA	161	1988	M
618	NA	194	1988	M
619	NA	478	1988	M
620	NA	188	1988	M
621	112	183	1988	M
622	NA	95	1988	F
623	NA	11	1988	F
624	NA	11	1988	F
625	NA	324	1988	F
626	171	119	1988	M
627	NA	323	1988	F
628	NA	476	1988	F
629	NA	433	1988	F
630	NA	5	1988	F
631	NA	311	1988	F
632	NA	427	1988	F
633	NA	527	1988	F
634	174	143	1988	M
635	NA	316	1988	M
636	167	509	1988	F
637	NA	149	1988	M
638	NA	149	1988	M
639	NA	195	1988	M
640	NA	12	1988	F
641	167	146	1988	F
642	NA	274	1988	F
643	NA	268	1988	M
644	171	NA	1988	M
645	375	528	1988	M
646	NA	374	1988	F
647	398	332	1988	F
648	NA	418	1988	F
649	NA	480	1988	M
650	174	158	1988	M
651	NA	474	1988	M
652	NA	88	1988	M
653	178	87	1988	M
654	306	93	1988	M
655	174	91	1988	M
656	NA	521	1988	M
657	204	186	1988	M
658	NA	471	1988	M
659	301	514	1988	F
660	NA	454	1988	F
661	NA	187	1988	F
662	NA	111	1988	F
663	NA	10	1988	M
664	160	8	1988	M
665	NA	502	1988	F
666	NA	503	1988	F
667	NA	NA	1988	F
668	139	317	1988	M
669	377	108	1988	F
670	NA	108	1988	F
671	NA	122	1988	F
672	NA	122	1988	F
673	NA	512	1988	F
674	NA	190	1988	F
675	NA	128	1988	F
676	NA	136	1988	F
677	NA	140	1988	F
678	NA	NA	1988	M
679	295	126	1988	F
680	NA	131	1988	F
681	NA	150	1988	F
682	NA	156	1988	F
683	NA	162	1988	F
684	171	184	1988	F
685	380	116	1988	F
686	302	132	1988	F
687	NA	276	1988	F
688	127	102	1988	F
689	167	NA	1988	F
690	NA	166	1988	M
691	NA	424	1988	M
692	NA	496	1988	F
693	NA	494	1988	M
694	NA	426	1988	NA
695	NA	508	1988	NA
696	NA	475	1988	NA
697	NA	343	1988	NA
698	NA	429	1988	M
699	NA	487	1988	F
700	NA	435	1988	NA
701	NA	465	1988	F
702	NA	137	1988	NA
703	NA	164	1988	NA
704	NA	318	1988	NA
705	NA	NA	NA	M
706	NA	NA	NA	M
707	NA	NA	NA	M
708	NA	399	1989	M
709	NA	155	1989	F
710	NA	184	1989	M
711	295	14	1989	F
712	112	141	1989	M
713	NA	113	1989	M
714	NA	158	1989	M
715	NA	166	1989	F
716	NA	192	1989	M
717	421	129	1989	M
718	NA	13	1989	M
719	NA	123	1989	F
720	NA	136	1989	M
721	NA	20	1989	M
722	NA	518	1989	F
723	NA	528	1989	F
724	174	149	1989	F
725	127	133	1989	M
726	139	274	1989	M
727	NA	190	1989	F
728	NA	156	1989	M
729	379	132	1989	M
730	NA	188	1989	F
731	NA	182	1989	M
732	NA	197	1989	M
733	NA	187	1989	F
734	NA	194	1989	F
735	160	81	1989	M
736	NA	474	1989	M
737	NA	176	1989	M
738	NA	161	1989	M
739	NA	332	1989	M
740	NA	169	1989	M
741	171	169	1989	M
742	516	275	1989	F
743	NA	461	1989	M
744	NA	15	1989	M
745	NA	509	1989	M
746	NA	152	1989	M
747	174	338	1989	M
748	NA	116	1989	M
749	124	342	1989	M
750	NA	NA	1989	M
751	314	NA	1989	M
752	NA	NA	1989	M
753	NA	NA	1989	M
754	282	164	1989	M
755	NA	NA	1989	M
756	516	514	1989	F
757	NA	NA	1989	M
758	NA	189	1989	F
759	NA	NA	1989	M
760	NA	NA	1989	M
761	NA	471	1989	M
762	86	NA	1989	M
763	NA	NA	1989	M
764	NA	NA	1989	M
765	314	NA	1989	M
766	NA	258	1989	F
767	NA	NA	1989	M
768	NA	NA	1989	M
769	NA	NA	1989	M
770	329	186	1989	F
771	NA	NA	1989	M
772	NA	131	1989	M
773	207	175	1989	F
774	438	192	1989	F
775	NA	183	1989	F
776	375	150	1989	F
777	NA	201	1989	F
778	378	146	1989	F
779	375	145	1989	F
780	205	147	1989	F
781	NA	149	1989	F
782	302	281	1989	M
783	NA	140	1989	F
784	NA	200	1989	F
785	NA	159	1989	F
786	NA	339	1989	F
787	NA	90	1989	F
788	171	118	1989	F
789	302	119	1989	F
790	NA	152	1989	F
791	NA	297	1989	M
792	NA	641	1989	F
793	114	318	1989	M
794	375	NA	1989	M
795	NA	400	1989	F
796	174	478	1989	F
797	409	424	1989	M
798	314	163	1989	F
799	314	163	1989	M
800	174	341	1989	M
801	NA	144	1989	M
802	378	475	1989	F
803	167	191	1989	F
804	174	415	1989	F
805	NA	111	1989	F
806	NA	494	1989	F
807	NA	137	1989	NA
808	NA	111	1989	NA
809	329	414	1989	M
810	NA	443	1989	F
811	293	195	1989	M
812	167	195	1989	F
813	NA	181	1989	M
814	171	NA	1989	M
815	NA	131	1989	M
816	NA	161	1989	M
817	NA	343	1989	M
818	NA	337	1989	NA
819	NA	340	1989	NA
820	NA	NA	1989	M
821	207	487	1989	F
822	NA	165	1989	NA
823	NA	10	1989	NA
824	NA	517	1989	F
825	314	521	1989	F
826	302	119	1989	NA
827	NA	601	1989	NA
828	NA	NA	NA	M
829	NA	NA	NA	M
830	NA	NA	NA	M
831	NA	NA	NA	M
832	NA	NA	NA	M
833	NA	NA	NA	M
834	NA	258	1990	NA
835	NA	192	1990	NA
836	NA	196	1990	F
837	NA	275	1990	F
838	NA	131	1990	F
839	NA	158	1990	M
840	NA	163	1990	NA
841	NA	5	1990	NA
842	NA	176	1990	NA
843	NA	461	1990	NA
844	NA	165	1990	NA
845	NA	471	1990	NA
846	NA	471	1990	NA
847	NA	338	1990	NA
848	NA	338	1990	NA
849	NA	157	1990	NA
850	NA	157	1990	NA
851	174	487	1990	F
852	NA	275	1990	NA
853	NA	281	1990	NA
854	504	474	1990	M
855	750	474	1990	F
856	NA	161	1990	NA
857	NA	161	1990	M
858	174	201	1990	M
859	NA	15	1990	NA
860	NA	297	1990	F
861	206	136	1990	M
862	NA	318	1990	M
863	NA	679	1990	M
864	282	159	1990	F
865	174	689	1990	M
866	174	758	1990	M
867	507	399	1990	F
868	757	168	1990	M
869	NA	155	1990	M
870	515	339	1990	F
871	174	156	1990	F
872	751	147	1990	M
873	729	133	1990	M
874	NA	601	1990	M
875	174	152	1990	F
876	NA	152	1990	M
877	174	191	1990	M
878	NA	183	1990	F
879	199	742	1990	F
880	510	341	1990	F
881	753	341	1990	M
882	NA	785	1990	M
883	768	16	1990	M
884	507	169	1990	M
885	507	169	1990	F
886	NA	775	1990	F
887	NA	149	1990	M
888	507	166	1990	M
889	510	677	1990	M
890	NA	777	1990	F
891	282	13	1990	F
892	504	475	1990	M
893	NA	141	1990	F
894	NA	786	1990	M
895	678	682	1990	M
896	515	194	1990	F
897	504	188	1990	M
898	510	684	1990	M
899	NA	146	1990	M
900	516	667	1990	M
901	NA	132	1990	M
902	NA	116	1990	M
903	206	509	1990	M
904	520	164	1990	M
905	513	784	1990	M
906	NA	340	1990	M
907	NA	340	1990	F
908	504	276	1990	M
909	NA	276	1990	F
910	282	190	1990	F
911	NA	734	1990	F
912	NA	186	1990	M
913	206	332	1990	F
914	NA	756	1990	M
915	NA	140	1990	M
916	510	119	1990	F
917	NA	778	1990	F
918	282	118	1990	M
919	282	780	1990	M
920	582	113	1990	F
921	NA	175	1990	M
922	NA	711	1990	M
923	747	182	1990	M
924	NA	200	1990	M
925	513	200	1990	M
926	520	680	1990	F
927	282	514	1990	M
928	729	788	1990	M
929	705	10	1990	F
930	NA	NA	1990	M
931	505	184	1990	F
932	582	281	1990	F
933	516	150	1990	F
934	174	NA	1990	F
935	505	NA	1990	M
936	NA	NA	1990	F
937	NA	NA	1990	M
938	519	NA	1990	M
939	174	337	1990	F
940	174	NA	1990	M
941	761	NA	1990	M
942	NA	719	1990	F
943	519	NA	1990	M
944	404	766	1990	M
945	NA	NA	1990	M
946	NA	NA	1990	M
947	NA	NA	1990	M
948	NA	NA	1990	M
949	NA	NA	1990	M
950	515	NA	1990	F
951	NA	20	1990	F
952	768	16	1990	F
953	519	488	1990	F
954	NA	144	1990	F
955	505	145	1990	F
956	504	426	1990	M
957	199	NA	1990	M
958	NA	NA	1990	M
959	755	774	1990	F
960	520	787	1990	M
961	NA	773	1990	F
962	174	14	1990	M
963	NA	181	1990	F
964	174	186	1990	M
965	751	195	1990	F
966	NA	149	1990	F
967	NA	NA	1990	M
968	582	521	1990	F
969	206	509	1990	F
970	174	156	1990	F
971	507	342	1990	F
972	516	123	1990	F
973	507	528	1990	F
974	507	528	1990	F
975	767	188	1990	F
976	717	181	1990	F
977	NA	NA	1990	F
978	NA	821	1990	F
979	513	187	1990	F
980	505	119	1990	M
981	513	688	1990	F
982	705	111	1990	M
983	735	517	1990	F
984	771	776	1990	F
985	515	415	1990	F
986	513	187	1990	F
987	282	NA	1990	F
988	520	686	1990	F
989	174	512	1990	F
990	NA	723	1990	F
991	746	781	1990	M
992	174	518	1990	F
993	740	789	1990	F
994	NA	727	1990	NA
995	NA	159	1991	M
996	NA	NA	NA	M
997	NA	NA	NA	M
998	NA	17	1991	M
999	NA	116	1991	F
1000	NA	176	1991	M
1001	NA	176	1991	M
1002	765	147	1991	M
1003	NA	711	1991	F
1004	NA	860	1991	NA
1005	NA	318	1991	NA
1006	NA	182	1991	F
1007	NA	324	1991	NA
1008	NA	157	1991	NA
1009	NA	157	1991	NA
1010	NA	164	1991	F
1011	NA	601	1991	NA
1012	NA	165	1991	NA
1013	NA	197	1991	M
1014	865	NA	1991	M
1015	751	488	1991	M
1016	NA	864	1991	F
1017	282	90	1991	F
1018	510	163	1991	M
1019	NA	511	1991	M
1020	174	511	1991	F
1021	NA	719	1991	F
1022	NA	785	1991	F
1023	NA	196	1991	M
1024	946	775	1991	F
1025	941	131	1991	F
1026	NA	13	1991	M
1027	513	13	1991	M
1028	NA	113	1991	F
1029	520	113	1991	F
1030	520	773	1991	M
1031	782	200	1991	F
1032	NA	200	1991	M
1033	NA	742	1991	F
1034	735	891	1991	F
1035	NA	758	1991	F
1036	NA	758	1991	M
1037	755	NA	1991	M
1038	725	123	1991	F
1039	765	679	1991	M
1040	NA	973	1991	M
1041	946	158	1991	M
1042	510	478	1991	F
1043	510	478	1991	F
1044	755	971	1991	M
1045	NA	974	1991	F
1046	720	528	1991	M
1047	720	528	1991	F
1048	NA	756	1991	F
1049	NA	NA	1991	F
1050	720	339	1991	M
1051	755	909	1991	M
1052	729	161	1991	F
1053	863	161	1991	M
1054	282	181	1991	F
1055	NA	181	1991	M
1056	768	774	1991	F
1057	NA	774	1991	M
1058	174	149	1991	F
1059	NA	149	1991	M
1060	908	953	1991	F
1061	520	787	1991	F
1062	NA	781	1991	F
1063	NA	896	1991	M
1064	504	399	1991	M
1065	282	191	1991	F
1066	755	152	1991	F
1067	759	152	1991	F
1068	820	342	1991	F
1069	NA	166	1991	F
1070	872	14	1991	F
1071	NA	133	1991	F
1072	NA	133	1991	F
1073	515	341	1991	M
1074	760	341	1991	M
1075	NA	415	1991	F
1076	NA	415	1991	F
1077	NA	518	1991	M
1078	NA	518	1991	F
1079	755	136	1991	F
1080	735	893	1991	F
1081	NA	777	1991	F
1082	759	688	1991	M
1083	772	890	1991	F
1084	NA	689	1991	F
1085	174	786	1991	F
1086	NA	156	1991	M
1087	NA	156	1991	M
1088	NA	426	1991	F
1089	762	426	1991	F
1090	765	20	1991	F
1091	NA	141	1991	F
1092	515	140	1991	M
1093	282	776	1991	M
1094	782	188	1991	F
1095	762	188	1991	F
1096	NA	186	1991	M
1097	915	186	1991	F
1098	746	821	1991	M
1099	746	16	1991	M
1100	NA	963	1991	F
1101	705	169	1991	M
1102	892	169	1991	M
1103	958	194	1991	F
1104	751	201	1991	M
1105	705	509	1991	M
1106	NA	509	1991	M
1107	949	976	1991	M
1108	NA	195	1991	M
1109	NA	337	1991	F
1110	520	150	1991	F
1111	881	682	1991	F
1112	930	682	1991	F
1113	761	474	1991	F
1114	729	474	1991	M
1115	729	984	1991	F
1116	760	870	1991	M
1117	NA	931	1991	F
1118	938	145	1991	M
1119	282	766	1991	M
1120	782	487	1991	F
1121	NA	512	1991	M
1122	NA	677	1991	M
1123	NA	332	1991	F
1124	729	276	1991	M
1125	510	340	1991	M
1126	174	784	1991	M
1127	958	686	1991	M
1128	NA	146	1991	F
1129	729	920	1991	F
1130	NA	187	1991	M
1131	174	880	1991	F
1132	NA	933	1991	F
1133	NA	514	1991	M
1134	NA	837	1991	F
1135	205	119	1991	M
1136	NA	275	1991	F
1137	NA	275	1991	F
1138	519	508	1991	F
1139	919	440	1991	F
1140	282	189	1991	F
1141	515	10	1991	F
1142	755	184	1991	F
1143	874	686	1991	M
1144	729	517	1991	M
1145	NA	779	1991	M
1146	516	932	1991	F
1147	737	929	1991	F
1148	737	175	1991	F
